Sentence,Class
In case the selection is approved  the new file created will be sent to the Finance department. ,Relevant
This department will have to calculate tuition fees based on the courses selected by the student and approved by the Academic department,Relevant
Once it is calculated an email is sent to the student to inform him about the tuition fees. ,Relevant
The student pays the fees ,Relevant
The student is registered and the process is finished ,Relevant
The process starts when the person insert it card in the ATM machine. ,Relevant
Then the ATM machine asks the person to enter the Pin composed by 4 number,Relevant
If the Pin composed is incorrect  the ATM machin informs the person and gives him a chance to compose it again. ,Relevant
Furthermore  if the person composes incorrect code 3 times  the machine recovers the card and the process is incomplete,Relevant
In the other case  if the Pin composed is correct  the ATM machin displays the main menu. ,Relevant
The person chooses the menu « Withdrawal of money » ,Relevant
Then  she enters the withdrawal amount making sure that the account contains the necessary amount,Relevant
Again the person enters the 4 digit ATM PIN,Relevant
The person collects the cash from the lower slot of the ATM machine ,Relevant
The ATM machine can provide a 50 bill  2 x 20 and 1 x 10  or even 10 denominations of 5  depending on the person s request.,Irrelevant
The person takes a printed receipt if needed. ,Relevant
The ATM machine gives back the card to its owner and the process is finished ,Relevant
The Apple crumble is a quite simple recipe.,Irrelevant
It begins by preheating the oven with 180°C.,Relevant
Then  you must peel the five apples.,Relevant
You must now cut the apples into cubes.,Relevant
You must spread all the apple pieces in the dish.,Relevant
After that  in one bowl  you must knead with your fingers the soft butter 125gr   flour  150gr  and the sugar  125gr .,Relevant
You must have obtained some quite big crumbs.,Irrelevant
Now  you must put all this crumbs over the cubes of apples in the dish.,Relevant
It must cover all the apples.,Irrelevant
You can now put the dish in the oven.,Relevant
Wait 30 minutes,Relevant
It s ready! You can serve it.,Relevant
How to clean a room? ,Irrelevant
First  dust the ceiling with a swiffer.,Relevant
Take the dust with a damp cloth  decorative objects  worktops  frames  lamps  radiators… ,Relevant
Wash the windows.,Relevant
Then  elevate all the objects you can .,Relevant
Vacuum everywhere.,Relevant
Clean the baseboards with a humid cloth.,Relevant
Clean with water the floor.,Relevant
You can add vinegar in the water if you want.,Irrelevant
Scrape water away.,Relevant
Twist the cloth.,Relevant
Wipe twice everywhere.,Relevant
Let the floor dry as long as it takes.,Relevant
Put everthing back in place.,Relevant
Your room is cleaned  the process ends.,Relevant
It starts when the customer want to go the movie theater. ,Relevant
Then  he she enters the building.,Relevant
If he she has chosen the movie  he can go to the queue for the counter.,Relevant
If not  he she looks at all the posters in order to choose the movie.,Relevant
Then the customer can also go in the queue for the counter.,Relevant
Either he she waits because counters are not free either he she can present him herself.,Relevant
Then the customer orders its ticket s .,Relevant
He she pays the ordering. ,Relevant
He she receives the ticket s .,Relevant
Now the customer can decide if he she wants to eat or drink something. ,Relevant
If it s yes  he go to an other counter. ,Relevant
That s the same counter for drinks and food. ,Irrelevant
He she orders what he she wants,Relevant
The customer pays.,Relevant
He she receives the drinks or food.,Relevant
The customer goes to an employee to have information about the room,Relevant
If the customer doesn t want something to eat or drink  he she goes to an employee to have information about the room,Relevant
The customer receives information about the right room,Relevant
He She watch the movie ,Relevant
And the process ends.,Relevant
The process begins when there is an ordering for curtains.,Relevant
Gather all the material to sew.,Relevant
Take the measurements of the windows.,Relevant
It means the height and the width for example.,Irrelevant
Choose the curtains ties.,Relevant
Choose the right material for your curtains.,Relevant
Now  cut the material.,Relevant
Hem the side edges.,Relevant
Sew the top and bottom hems.,Relevant
At the same time  put the right ties in. ,Relevant
The curtains are finished  so the process ends.,Relevant
TC Waremmien is an application from the tennis club of Waremme  which also allow making padel court reservation,Irrelevant
The process starts when a customer clicks to reserve a padel court,Relevant
The customer has to choose the date  the time and the court,Relevant
TC Waremmien has 3 different courts to propose  2 inside and 1 outside ,Irrelevant
The customer invite 3 other people to play with,Relevant
The application counts the number of subscriptions among the invited players and calculate the total amount to pay,Relevant
The customer has to pay the total amount,Relevant
They are several ways to pay  Visa  PayPal  ban contact … ,Irrelevant
Once the amount is paid  the court is booked for the date and time,Relevant
The customer receives a confirmation and a password by e mail,Relevant
D day  the customer use the password to unlock the court,Relevant
The customer plays and the process is finished… ,Relevant
BonneGueule is a French clothing website,Irrelevant
The process starts when a customer decides to add a product to his cart,Relevant
The customer has to choose the clothes,Relevant
The customer has to choose the size and also the colour,Relevant
The website will calculate the total amount to pay,Relevant
After adding all clothes he needs  the customer can validate his order,Relevant
The customer has to give his coordinates,Relevant
Then  the customer has to pay the total amount,Relevant
An e mail will be sent to the customer once the payment is done,Relevant
The clothes will be sent to the customer and the rest of the stock will be modified,Relevant
The process is finished when the customer receives the package,Relevant
The process starts when the customer s order is accepted by a driver with Uber in the area,Relevant
The app displays an estimated time of arrival at the pick up point,Relevant
Then  the app notifies you when the driver is about to arrive,Relevant
The app also provides info about the driver partner with whom the customer will ride  including first name  vehicle type  and license plate number,Relevant
This info helps the two of them connect at the pickup location,Relevant
The customer uses the app to enter his preferred destination anytime before or during the ride,Relevant
When the customer arrives at his destination  he exits the vehicle and the trip ends,Relevant
The fare is automatically calculated and charged to the payment method the customer has linked to his Uber account,Relevant
Immediately after the trip ends  the app will ask the customer to rate the driver from 1 to 5 Stars,Relevant
Driver partners can also rate riders,Irrelevant
Uber s feedback system is designed to foster a community of respect and accountability for everyone,Irrelevant
Then  the process is finished,Relevant
The process starts when the customer clicks to buy a train ticket,Relevant
The customer chooses the date  the time  the departure and the destination,Relevant
The app calculates all possibilities according to the data given,Relevant
Then  the app gives all trains available to the travel,Relevant
Then  the customer chooses seat options,Relevant
They are several options  student  first class … ,Irrelevant
The app calculates the total amount,Relevant
Then the customer pays,Relevant
The customer receives a confirmation and his ticket in an e mail,Relevant
The customer will take the train and maybe get controlled,Relevant
When the customer arrives at his destination  he leaves the train and the process is finished,Relevant
 To kick off the process  the human resources department prepares the relevant paperwork and information prior to the employee s first day,Relevant
 Some of the forms you need to prepare are  insurance forms  direct deposit forms  the non disclosure agreement for example,Irrelevant
 The employee paperwork are approved,Relevant
 A supervisor which ensures the new employee is oriented in the organization  policies  facilities and more is appointed,Relevant
 The supervisor discuss the new employee s role,Relevant
 The human resources department prepares the employee s workstation before he arrives,Relevant
 The human resources department prepares the necessary tools and ensure your new hire will be able to access them,Relevant
 After  the human resources department creates all the accounts required by the new employee,Relevant
 The human resources department assign the books or articles that must be read by the new employee to keep everyone on the same page,Relevant
 The human resources department provides a summary of the benefits packages that come with the job,Relevant
 The human resources department provides a job description with responsibilities and specific instructions on what they expect the new employee to do  the process is finished,Relevant
The process starts when the company prepare a summary of the content it wants to promote,Relevant
 The company shares its content across its social media channels,Relevant
 For example  on facebook and Instagram,Irrelevant
The company emails its subscribers to inform them about the new content,Relevant
 Then  the company submits its content to social bookmarking sites and directories,Relevant
 The company submits its content for syndication to allow other sites to publish its content,Relevant
 After  the company posts its content on related forums and groups,Relevant
 The company searches on major Q&A sites for posts related to its content and post responses in the answers when appropriate,Relevant
 Quora and Yahoo Answers are examples of Q&A sites,Irrelevant
 The company pays to promote its content,Relevant
 Now  the company must boost its post to beat the competition for the top search spot,Relevant
 The process ends when the company has informed the customer by all possible means of its new content,Relevant
Brussels Airport also called  « Zaventem » is a Belgian airport located twelve kilometres northeast of Brussels,Irrelevant
 The process starts when a customer arrives at the airport counter,Relevant
 The employee at the counter ask the customer for his tickets and ID card,Relevant
 If the customer go outside the European Union the employee also ask for its passport,Relevant
 The customer Gives them to the employee who check them,Relevant
 After  then the customer places his luggage on the conveyor belt in order to weigh it,Relevant
 If the regulatory weight is exceeded the customer must pay a surcharge otherwise the baggage will leave in the cargo hold of the aircraft,Relevant
 Then the customer goes through customs with his luggage to check that they are not carrying anything illegal,Relevant
 If the customer is transporting something illegal  that thing is seized  if not he goes to his boarding gate,Relevant
 An employee at gate checks tickets and ID again,Relevant
 The process ends when the customer gets on the plane,Relevant
The process starts when the customer opens the website,Relevant
 The customer selects the items he wants,Relevant
 Then  the customer chooses the size that suits them,Relevant
 The customer puts the selected items in his bag,Relevant
 If the customer puts an unwanted item in his bag he can remove it,Relevant
 After the customer opens his bag and check his order,Relevant
 The customer click on “place an order”,Relevant
 The Zalando website is really easy to use,Irrelevant
 The customer encodes his address,Relevant
 The customer chooses his payment method,Relevant
 The customer pays,Relevant
The process starts when a person has bought all the ingredients and has prepared the ingredients on the work surface,Relevant
Mix eggs and sugar,Relevant
You should use a handmixer for a better result,Irrelevant
He pours oil and milk,Relevant
He adds cocoa and vanillin,Relevant
He mixes the mixture with baking powder,Relevant
He adds flour to the brownie,Relevant
He pours your brownie into a tray ,Relevant
He bakes the brownie at 180°C ,Relevant
He cooks the brownie for 20 25 minutes,Relevant
He takes the brownie out of the oven  the process is finished,Relevant
There are 10 pieces of brownie,Irrelevant
The process begins when the garbage can is full,Relevant
He takes the bag from the garbage can,Relevant
He ties a knot in the bag,Relevant
He then leaves his aprtment,Relevant
He calls the elevator,Relevant
He goes down to the basement,Relevant
He takes out his keys,Relevant
The key he wants is blue,Irrelevant
He opens the door to the bin contenair room,Relevant
He opens the bin contenair,Relevant
He throws his garbage bag in the bin contenair  the process is finished,Relevant
The process starts when a customer arrives in the shop,Relevant
The customer goes to the counter,Relevant
The employee greets the customer,Relevant
The client makes his order,Relevant
Lets say he orders a spicy hotdog with a Fanta for example,Irrelevant
The customer goes to the payment terminal,Relevant
He client pays by cash or by card,Relevant
The cook prepares the client s order,Relevant
The cook places the order on the work surface and the employee takes it,Relevant
The employee gathers the order in a bag and gives it to the customer,Relevant
The customer takes the order and leave the shop  the process is finished,Relevant
The process starts when someone want organize a party ,Relevant
He determines the budget for the party,Relevant
He makes a guest list for his party,Relevant
He decides wheter he is going to host the party at home or somewhere else,Relevant
The theme of the party is  Back to 80 s ,Irrelevant
He sends the invitation to his guests,Relevant
He goes to the store and he buys food and drink,Relevant
He goes back home with his purchases,Relevant
He puts the drinks in the fridge and he prepared the meal,Relevant
He cleans and decorates the rooms,Relevant
He opens the door to his guests and he welcomes them  the process is finished,Relevant
sleep is important for the proper functioning of the human body,Irrelevant
the process begins with the triggering of the alarm clock,Relevant
the person then hears the alarm clock ringing,Relevant
if the person does not hear the alarm clock  he continues to sleep and the process failed,Relevant
if not  the person extends their arm to turn off the alarm clock and he gets up from bed,Relevant
the alarm clock can be a radio  a music  or a ringtone…,Irrelevant
the person can also stop the alarm clock but stay in bed. From then on another alarm clock will start 5 minutes later,Relevant
after the person gets up from bed  he chose a music to wake up better,Relevant
then he goes to the bathroom to get ready,Relevant
sometimes the bathroom is right next to the bedroom or a little further away,Irrelevant
when the person is dressed and ready  he can decide whether or not to have lunch,Relevant
lunch is the most important meal of the day,Irrelevant
then the person is ready and leaves,Relevant
the process is finished,Relevant
The process starts when a person or a group decides to want to have a party,Relevant
before inviting people  the organizers must agree on the number of guests,Relevant
the organizers must also agree on the place where they want to make party,Relevant
but also on the budget that they decide to put in the organization of the party,Relevant
These decisions could be grouped into only one process,Irrelevant
then the organizers create the group for the party on social media platforms,Relevant
after that they send an invitation to all the guests,Relevant
Then  after seeing the number of people who wanted to come  the organizers plan all the drinks and food,Relevant
Guests can be a woman or a man,Irrelevant
Then  the organizers send a common message to all the guests to thank them for their participation,Relevant
after that  you just have to wait for the date scheduled for the party  and the process is finished,Relevant
Train is one of the most used transports in big cities,Irrelevant
the process how when a person has to take the train to go somewhere,Relevant
the person goes to a metro station,Relevant
then the person goes to the ticket counter,Relevant
then he chooses what type of ticket he would like to take,Relevant
for example a ticket for a whole day or just for a trip  …,Irrelevant
then he must choose his payment method,Relevant
if the person chooses to pay by card and his card is not accepted by the machine  he must remove his card and try again,Relevant
it can be for example because the card was dirty,Irrelevant
when payment is accepted  the person waits to receive their ticket,Relevant
after receiving his ticket  he can go to the front door and use his ticket,Relevant
the person puts the ticket in the machine and can pass,Relevant
process finish,Relevant
the process begins when a customer arrives at the airport,Relevant
the plane is the safest means of transport in the world,Irrelevant
then he looks on the big screen where the counter is located to put his suitcase in the right place,Relevant
it may happen that this is not yet display. In this case he waits,Relevant
when the counter is displayed  the customer goes to the counter,Relevant
the counter may or may not be far from the entrance,Irrelevant
then the customer weighs his suitcase,Relevant
if it is too heavy  he must remove things OR pay a surplus,Relevant
then the suitcase leaves  and the customer must go through the security doors,Relevant
Then he goes to the boarding gate of his plane,Relevant
the customer waits for the arrival of his plane and the process ends,Relevant
Although some people think it’s very hard  the recipe for chocolate chip cookies is actually a very easy recipe,Irrelevant
The process starts when you prepare all the ingredients and equipments for this recipe,Relevant
While the oven is preheating  you first combinethe dry ingredients  the flour the baking powder   baking soda and salt in a bowl,Relevant
Then in another bowl  you cream together the butter and sugar,Relevant
Add and beat the eggs and vanilla to combine,Relevant
Add your dry ingredients in your mixture,Relevant
Then  stir until just combined.,Relevant
 Next  add and mix your chocolate chips with the mixture until it is well distributed,Relevant
You can use as much chocolate chips as you want,Irrelevant
Once the cookie dough is finished  portion and roll the dough by using a cookie scoop,Relevant
In this step  you have two options You can either bake your dough or freeze it,Relevant
If you want to bake the cookies  you check if your oven is ready,Relevant
then you place the cookies evenly apart on a baking sheet ,Relevant
Then you bake them for 10 minutes,Relevant
When the time is done  you remove the cookies from the oven and the process ends,Relevant
If you want to freeze your cookies  you space them up in a parchment lined baking sheet,Relevant
Then  put the the baking sheet in the freezer for 30 minutes,Relevant
Once the dough is slightly frozen  transfer the cookie dough balls to an airtight container,Relevant
Then  freeze for up to 2 months and your process ends here.,Relevant
The process starts when a customer arrives at a bookstore,Relevant
He goes through the books that interests him,Relevant
Then  he reads the description of the books that he considers buying,Relevant
He chooses the book that interest him the most,Relevant
He checks the price,Relevant
The book that he chose was very interesting but it was a little bit expensive,Irrelevant
Then  the customer goes to the checkout to pay,Relevant
He gives the book to the cashier,Relevant
The cashier scans the book ,Relevant
The cashier then ask the customer if he wants a bag or not,Relevant
If the customer says yes  the cashier also add the bag price in the payment,Relevant
In the two possibilties  the cashier then ask the customer if he wants to pay by cash or by cart ,Relevant
Then  the customer pays the total amount,Relevant
The cashier then prepare the book,Relevant
Finally  the cashier provides the customer with his purchase,Relevant
The customer leaves the bookstore and the process is finished,Relevant
The process starts when a customer arrives at the cinema,Relevant
The customer look at all the movies that will be broadcasted ,Relevant
He verifies the exact time of the movie,Relevant
He choses the one that interests him the most,Relevant
He then goes to the cashier ,Relevant
The cashier asks him what movie he would like to watch,Relevant
The customer tells the cashier which movie he wants and the time of the movie,Relevant
In a cinema  there are a lot of movies obviously.,Irrelevant
Then the customer pays the ticket,Relevant
The cashier gives the ticket to the customer,Relevant
Pasta is my favorite dish and cooking it is very delicate,Irrelevant
The process starts when you choose the pasta you want to cook,Relevant
First  fill a large saucepan with water.,Relevant
Then  bring to the boil over a high heat.,Relevant
Add a pinch of salt.,Relevant
Once the water is boiling  you can put the pasta in the pot,Relevant
Cook your pasta for about 8 minutes,Relevant
When the time is done  try a piece of pasta to see if it is well cooked,Relevant
A well cooked pasta is called  Al dante ,Irrelevant
Then  drain the pasta in a colander.,Relevant
Add some olive oil and the process ends here,Relevant
Trendy Belgium is a club in Bruxelles city where young people go out,Irrelevant
The process starts when people arrive in front of the club,Relevant
they line up about 30 minutes,Relevant
Then they show their Covid safe ticket to the body guard to enter in the hall,Relevant
If they didn t have a CST  they have to make a PCR test and be negative to enter,Relevant
the Club has all the equipment required to proceed with the test,Irrelevant
then they pay their ticket at the counter or they show their presale,Relevant
then they go to the changing room for leaving their coat  it cost 1€,Relevant
you can only pay  by cash,Irrelevant
After the client go to the dancefloor and enjoy all night  the process is finished,Relevant
The process starts when a customer want to buy a new pair of basket,Relevant
the customer look on the web for the shoes store the nearest from his house,Relevant
then the customer go to the store,Relevant
the customer put hydroalcoholic gel on his hand before to enter in the store,Relevant
then the customer look at the exhibition models and choose one pair,Relevant
then the customer ask a saler to try the pair,Relevant
then the saler ask a colleague who work in the stock to bring the pair in question,Relevant
the salers in shoes store use to communicate with talkie walkie,Irrelevant
then the customer try the shoes ,Relevant
If the customer find the shoes suitable he took it and go to the counter,Relevant
After the customer pay cash or by card and get his shoes  the process is finished,Relevant
 The process start when the athlete enter in the car,Relevant
then the driver drive until the place where the athletics competition is,Relevant
then the athlete register himself at the registration desk ,Relevant
then the athlete wait for his race ,Relevant
the athlete generally avoid to eat before their race,Irrelevant
1 hours before his race the athlete starts a training ,Relevant
15 min before the race he stretchs his body ,Relevant
10 min before the race  he listens the advice of his coach,Relevant
when it is the time of the race  a speaker call the athlete on the field,Relevant
the athltete positions himself in the starting blocks,Relevant
Each athlete has a particular way to position,Irrelevant
then the referee shoots to call the signal of the departure ,Relevant
After the athlete runs on his corridor until the arrival  the process is finished ,Relevant
The process starts when a person see a job offer on internet,Relevant
then the person apply for the job,Relevant
Generally the job offers on internet are on interim website,Irrelevant
then the person wait for a response from the employer,Relevant
then either he receives a response or nothing and the process is finished,Relevant
the response contain the date  the place and the time of the interview,Irrelevant
then the applier go to the interview,Relevant
have a good behaviour and appearance favorise chances to get the job,Irrelevant
the employer ask the applier about some things and disccus with him,Relevant
afer the interview the applier received an hiring contract or not  the process is ended,Relevant
Kinepolis is the biggest cinema chain in Belgium,Irrelevant
The process starts when a customer arrives at the cinema,Relevant
Customers needs to wait in a queue before entering,Relevant
Employees check the covid safe ticket to let the customers enter inside the hall,Relevant
Once inside  customers must show his ticket to go further,Relevant
After that  the customer go to his room or buy food and then go to his room,Relevant
For example  you can buy popcorn or candy,Irrelevant
Then the film is projected ,Relevant
Meanwhile  the employees can clean the others room if nobody is inside,Relevant
Once the the film is finished  customers leaves the cinema  process is finished,Relevant
Process starts when the car is too dirty,Relevant
The car is a BMW Serie 1,Irrelevant
First  you need to take the vacuum and the karcher,Relevant
You start by aspirate the seats,Relevant
Then you aspirate the ground,Relevant
If the inside is really dirty  you can wipe the panel,Relevant
Then  you use the karcher a first time on the outside,Relevant
You wash all the car with a sponge,Relevant
You use the karcher a second time to clean the soap,Relevant
Finally  you store the vacuum and the karcher  the process is finished,Relevant
The process starts when a customer arrives a the gym,Relevant
To enter the gym  you need to scan your covid safe ticket and you member card,Relevant
Basic Fit is the biggest gym chain in Belgium  France and Holland,Irrelevant
Then  you go to the changing room to put you sport clothes,Relevant
If you paid for it  you can fill your bottle with Yanga,Relevant
Then  customer starts training,Relevant
Meanwhile  employees clean the gym,Relevant
After each utilisation of a machine customer needs to clean it,Relevant
If needed  toilets are available for the customers,Relevant
When the customer finishes his training  he leaves the gym and the process is finished,Relevant
The process starts when customers arrives outside the stadium,Relevant
The supporters needs to queue before entering the stadium,Relevant
The employees check the covid safe tickets of the supporters ,Relevant
Then  the supporters can enter the stadium to access their place,Relevant
Standard is the biggest club in Liège,Irrelevant
If they want  supporters can buy food and drinks inside the stadium,Relevant
For exemple  there are hamburgers or fries,Irrelevant
During the match  employee have to guarentee the safety inside the stadium,Relevant
During the match  some employee walk in the stadium to sell food or drinks,Relevant
When the match is finished  supporters leaves the stadium and the process is finished,Relevant
The process starts when the client enters in the bakery,Relevant
The employee is notified of his arrival thanks to a doorbell,Relevant
The client looks in the counter for what he wants to buy,Relevant
The employee asks for the client s order ,Relevant
There are lots of pies and breads in the counter,Irrelevant
The baker prepares the order by taking the different pastries in the counter ,Relevant
He wraps and places the pastries in a bag ,Relevant
The client pays by card or by cash the amount of his order,Relevant
Then  he receives the bag ,Relevant
The employee stamps the loyalty card if the client has one,Relevant
The client leaves the bakery and the process ends ,Relevant
The process starts when a customer decides to go to the fair,Relevant
Then  the customer chooses a carousel an attraction,Relevant
He asks a ticket to participate in the attraction ,Relevant
The customer must pay in cash at the counter,Relevant
The employee of the attraction gives the ticket to the customer ,Relevant
The client has to wait his turn ,Relevant
Sound and lights for example create a good atmospheer and attract people ,Irrelevant
The customer advances to the start of the queue ,Relevant
He can take a seat on the attraction,Relevant
Then he gives his ticket to the employee of the attraction,Relevant
the attraction starts and the customer is happy ,Relevant
The process ends when the attraction stops and the client leaves ,Relevant
The process starts when the cook takes the different ingredients ,Relevant
He mixes the butter and the powdered sugar,Relevant
Then  he adds an egg and the vanilla sugar to the mixture,Relevant
For example  at these steps  we can use a whisk or an electric mixer,Irrelevant
The next step is to add progressively the flour  the baking powder and the salt,Relevant
The cook has to mix all together ,Relevant
After that  he adds the chocolate chips in the mixed mixture,Relevant
The mixture is done so the cook has to butter the baking sheet,Relevant
Then he forms small balls of dough,Relevant
He places the balls on the baking sheet ,Relevant
Finally he bakes all and waits 10 minutes ,Relevant
The process ends when he gets the cookies out of the oven ,Relevant
The process starts when the alarm rings ,Relevant
After that  the student wakes up as soon as possible ,Relevant
It s always dark outside ,Irrelevant
The student takes a shower to wake up better and smelling good ,Relevant
Then  he gets dressed warmly ,Relevant
The student eats a good breakfirst ,Relevant
Meanwhile  he prepares a cup of coffee and his lunch for school,Relevant
The next step is to prepare his bag for school with the necessary material,Relevant
Then  he puts on his jacket  his shoes and bring his bag,Relevant
He leaves his house to take the bus for school,Relevant
He arrives at school and the process ends ,Relevant
The process start when candidate find job offer for him. ,Relevant
candidate fulfill application form,Relevant
candidate complete math exam,Relevant
company reviews both   application and exam results,Relevant
Then company call to the candidate ,Relevant
company invites candidate for interview,Relevant
candidate passes the interview ,Relevant
then company judge candidate s performance ,Relevant
company prepare financial offer to the canidate. ,Relevant
candidate signs offer,Relevant
candidate becomes an employee of company  process is finished ,Relevant
The process start when passenger decide to fly somewhere.,Relevant
passenger put dates of flight ,Relevant
then  passenger picks the best offer,Relevant
passenger decide if he wants to add luggage,Relevant
passenger picks his seat,Relevant
later  passenger fulfill payment details,Relevant
passengers buy ticket,Relevant
in the day of flight passenger do check in,Relevant
passenger fulfill his personal information,Relevant
passenger go thru security check at the airport,Relevant
passenger enter the plane by showing boarding pass  process is finished,Relevant
The process start when student decide to take part in Exchange,Relevant
at the begginng  student participate in organisational meeting,Relevant
University shares all possible destination with student,Relevant
Then  Student decide to which university he wants apply,Relevant
student prepare his CV,Relevant
student write motivation letter,Relevant
after that  student send all necesarry documents to host university,Relevant
host university consider student application,Relevant
Student receive confirmation of acceptance,Relevant
student pick subject which will pass during exchange,Relevant
student signs acceptance documents  then process is finished,Relevant
The process start when person wants to change his accomodation,Relevant
person finds advertising portal,Relevant
then person write a post with his needs regarding accomodation,Relevant
owner of flat finds post which meet standards of his property,Relevant
owner leaves contact to him,Relevant
person contacts with owner of property,Relevant
person schedule a viewing meeting with owner,Relevant
person visit property,Relevant
person says that its interested in renting flat,Relevant
person and owner negotiate contract terms,Relevant
owner prepares contract,Relevant
person signes contract  then process is finished,Relevant
The Cupcake is a well known cake from the US,Irrelevant
The recipe is really easy  just follow the steps and enjoy,Irrelevant
The process begins by checking that you have all the ingredients and equipment,Relevant
First you have to mix 125g of softened butter with 125g of sugar ,Relevant
You have to beat 2 eggs in a bowl,Relevant
You have to add the eggs to the mixture,Relevant
Mix everything together until you have a smooth texture,Relevant
You have to add slowly the flour to the mixture wile you keep on mixing ,Relevant
The flour is usually made from wheat,Irrelevant
Turn on the oven and put it on 180 degrees,Relevant
Pour the mixture into small compartments ,Relevant
The compartments can be fancy or really simple  it depends on you,Relevant
Now you can put your raw cupcakes in the oven,Relevant
Wait at least 15 minutes so the cupcakes will be well cooked,Relevant
Remove the cupcakes from the oven ,Relevant
Let the cupcakes during 30 minutes so they are less warm,Relevant
End the process by glazing the cupcakes ,Relevant
Driven in is a new way to do shopping,Irrelevant
The process begins when on the supermarket’s operator receive an order,Relevant
First the operator check if all the items are available and accept the order,Relevant
The operator first pick up the dry items ,Relevant
This is to keep the freshness of the fresh products,Irrelevant
The operator keep on by picking the fresh items ,Relevant
When the order is fulfilled  the operator inform the customer that the order is ready,Relevant
The order takes around 20 min to be completed,Relevant
Finally the operator gives the order to the customer,Relevant
The operators are generally calme and polite people,Irrelevant
One last message is sent to the customer to finalize the process,Relevant
Nowadays people don’t usually send lettres,Irrelevant
If you need to send one  here are some easy steps to follow,Irrelevant
The process begins by writing a letter with your pen or you can print it,Relevant
The colour of your pen doesn’t matter,Irrelevant
After that  take an envelope and put the letter in it,Relevant
Then go to a post office to keep on the process,Relevant
Buy the correct stamp depending the size of your envelope and the delivery time,Relevant
Years ago  it was one of the only way to communicate with each other,Irrelevant
Now you can stick the stamp on the envelope ,Relevant
You can finally post your letter and the process is finished,Relevant
Music streaming is the new way to listen to music,Irrelevant
The process begins by going on the Spotify website,Relevant
First you have to register yourself by creating an account,Relevant
Connect yourself with your Spotify account,Relevant
Click on the subscription tab and choose your desired subscription ,Relevant
It is more interested to choose the student subscription if you are a student,Irrelevant
Add a payment method,Relevant
Accept the payment on your phone ,Relevant
Your subscription can finally start and the process is finished ,Relevant
Now you have the music,Irrelevant
Expo 2020 is a World Expo  currently hosted by Dubai from 1 October 2021 to 31 March 2022.,Irrelevant
The process starts when a tourist by a ticket online,Relevant
For example  the tourist can buy a season pass to have access all the time,Irrelevant
When the payment is accepted  the tourist receives an email with the ticket in PDF,Relevant
The tourist can choose between printing the ticket or downloading the ticket to their smartphone.,Relevant
The tourist is waiting for the date of their visit.,Relevant
When the day of his visit arrives  he can go to the Expo,Relevant
In the Expo there are three district  mobility  opportunity and sustainability for each district there is a car park.,Irrelevant
The tourist can park their car in one of the car park,Relevant
After  to go to the entrance of the Expo  the tourist needs to take a bus,Relevant
The car park is so big and the temperatures are so high that I have never seen anyone walk from their car to the entrance. ,Irrelevant
When the tourist arrive to the bus stop  they can go to one of the two queues,Relevant
While the tourist is waiting in line  they is asked to prepare their proof of vaccination or PCR test,Relevant
At the end of the queue  a member of the staff ask to see the proof of vaccination or PCR test,Relevant
When that is approved  the tourist can put their bag  sunglasses  smartphones  etc. in a box to be scanned,Relevant
After that the personal effects are approved  the tourist can get back them,Relevant
Another member of the staff scan the ticket,Relevant
The process is finished when the same member of the staff that in the previous sentence scans the face of the tourist,Relevant
Kojaki is a Korean restaurant at Expo 2020 Dubai,Irrelevant
The process starts when the customer book a table online ,Relevant
When the reservation is approved  the customer received a confirmation email,Relevant
They must book at least 24 hours in advance,Irrelevant
The customer waits for the day and time of his reservation,Relevant
When the day and hour arrives  the customer goes to the restaurant reception,Relevant
The receptionist asks the customer about their name,Relevant
The receptionist checks the reservation,Relevant
When the reservation is confirmed  the receptionist shows them the table,Relevant
The waiter comes and presents themself,Relevant
The waiter gives to the customer the menu,Relevant
The customer chooses what they want to eat,Relevant
For example  Sigeumchi Muchim  that is baby spinach with sesame,Irrelevant
The waiter comes back and takes the order,Relevant
The customer waits to eat,Relevant
The waiter arrives with the order,Relevant
The customer eats,Relevant
Sometimes during the meal  the waiter comes to ask of the customer needs something,Relevant
The customer finishes,Relevant
The waiter clears the table,Relevant
The customer asks for the bill,Relevant
The waiter brings the bill,Relevant
The customer pays cash or pays by card,Relevant
The process finishes when the customer goes out from the restaurant,Relevant
The Burj Khalifa at Dubai is the tallest building in the world,Irrelevant
The process starts when a tourist buys a ticket online,Relevant
The tourist receive an confirmation email with the PDF ticket,Relevant
The tourist can choose between printing the ticket or downloading the ticket to their smartphone,Relevant
The tourist wait until the date and the hour on their ticket,Relevant
When the meeting arrives  the tourist goes to the Burj Khalifa,Relevant
The tourist waits in the queue,Relevant
After a member of the staff asks to see ticket and the proof of vaccination or the PCR test,Relevant
When all is approved  the tourist goes near another member of the staff to receive a VIP badge,Relevant
The tourist needs to put the badge on their clothes,Relevant
After the tourist waits in a room during five minutes,Relevant
A member of the staff gives some information,Relevant
To be honest I understand nothing about the information because she talked really slowly and people made some noise,Irrelevant
After the tourist walks to the lifts,Relevant
The tourist takes the lift to go to the level 154,Relevant
Arriving at the top  some pastries are offered with a coffee,Relevant
The tourist can visit for as long as they like,Relevant
The process finishes when the tourist goes out from the tower,Relevant
New Year is one of the most important days of the year and for this reason it requires a lot of preparation time,Irrelevant
Make a list of invitation,Relevant
Send the invitation to people,Relevant
Wait for an answer,Relevant
When we have all answer we can make a list to know the number of guest,Relevant
